"","kingdom","phylum","class","order","family","genus","species"
"43dce05249093d0f3457035ff3ae878d","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured bacterium"
"63491882b686cb0f4269eb030cdca43f","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured soil bacterium"
"62e802903380ec189d8c0bf4cd725a9d","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","metagenome"
"e2e417c24d23db4aaf540a723ca8d042","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"ae15a52f3acdd6061d10a46cf8b1fdba","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured Rhodanobacter sp."
"3e1a2c294946ad723c9aa4ef8d78ae1f","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Ovatusbacter","uncultured bacterium"
"a7596e5b0eb3682421ef0fc6fc1c96dc","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"039bd2eab71d44efbc3235bc1fe34850","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"264b149f3c269c37a1309792a8ca5ecc","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas tolaasii"
"11252d5cc0ba84cab5d91fcb090d2df1","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"53dd9408454bef63f3e747d2330d7ad8","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured","metagenome"
"7994c3ee2d82c849dd2910e7a484980f","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rudaea","Xanthomonadaceae bacterium Ellin7015"
"8741e2c29c85a7f3f6074fe64630fd59","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Sphingobacteriales bacterium"
"59004be6ebab1e660c49f3e6a9fa2c24","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"e808fac446abc9e5f8b33e77a63c611b","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga","metagenome"
"a8e2f84b9e096aec06061c9a122f9bbe","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"75b09d17458a10e477527a45ef621fb7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"8b1bdfbd3fca3dfa30983b9bce89458a","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Caenimonas",NA
"6a7c50c6cc7f099688db5b7708f34952","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina globispora"
"b8d08bb8929a60f54b9b3fe134bb2698","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"792e637c6b1fe366a0130034e1a8d0cd","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus asahii"
"132fb3309b5d9e380b95c811f0602832","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kutzneria",NA
"741d24304858389a2f78c8c7629f2f8b","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sepulcri"
"72f5061d30be3718ad8009eae10df8cc","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"6c7cda27f6f9910474871fb445abd5e2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella",NA
"43e85f39d16e33dc26e96ee320515e97","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter","uncultured bacterium"
"94f5b0bd2fafeee5afa47ec5d9faf6dd","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured",NA
"6c69efb5d21f0a52b31ba590f0884668","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured forest soil bacterium"
"98be27508b57c80cc7291ed295356dbe","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura",NA
"33de01b46c41b2a0823719ce4d337457","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"c88858d9679d3d16ea56abd96d83f5b0","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","metagenome"
"3b1d700b1b0e16e6bd0e2c0903739b05","Bacteria","Chloroflexi","Ktedonobacteria","C0119","uncultured Chloroflexi bacterium","unclassified","unclassified"
"355ea95784258777cf6be72eef1864ce","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"49ccf00e7cf3670d8b43bea8c552d3ab","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03",NA
"04107feec115a49f2e047a5b6e7ba8e2","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"786ef8c4a07a3cf248150aedc22bd061","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium"
"8cdfd766262e2fb30970e9a79f6d1666","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","metagenome","unclassified"
"4e41b67671bf5e8690359a90374ccd4f","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"53241b773a51c8f35280a894ee6041e5","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",NA
"9988f7aac7b40c6f29e5aa2edf4069ef","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"a2d6f3199f9d4b979decb83af13f2dbc","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus",NA
"9b10e4c5f91376a2441ffd7746687b86","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",NA
"1de9f21b2e3a3b6c472bbd688f8ca8dd","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"d44d5eaa7ce8ad38831c06cc2b95fcda","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"9fa7516ddcc9d8139ec2968ab4473f7e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Xylophilus","metagenome"
"a5eee5044e60895b23722420f7227b87","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",NA
"f21a8914353d6c06b418f86d6475b2f1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"831fe2eb31dcd91debbd4b8c793fd265","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora","Ambiguous_taxa"
"77b687ddd6ac92e3c046ed1332a831c4","Bacteria","WPS-2","uncultured bacterium","unclassified","unclassified","unclassified","unclassified"
"b1dcd7635bea39b4de742ea751c0e69e","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"ad6f069a8a237312366aacdbad0bdda3","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium"
"7555fd638509d3a2e4434fbe7af6f132","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured Caulobacter sp."
"608b01b42093d13213734e5d0c5320c2","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","uncultured soil bacterium"
"dea38f294473efdadaff7af9b57956fb","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"0c7ad47302eaad055c1b53a4ae886d5d","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"b05f5459e068b529b2c41e659efdef34","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA
"719e6acfaa63de1c5ae7339ae098513b","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured forest soil bacterium"
"05f3c856ceb915f6606f1e0aca4fa8ae","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"6722f8ee6f6b0fbbc121a3dbf01b71ad","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"6902a7a7eb0d29469958e7e2b8b9f9b4","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"0f9de05ac691ea85349fd865d5e512d4","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"f719dafe757f4230ddf6159a71101adb","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Xanthomonadaceae bacterium"
"82c2a346b2ca752821cdfe08733115e6","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured bacterium"
"0a29dbcb33e34d18790d61306d90ce8c","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","uncultured bacterium","unclassified","unclassified"
"9c45c4d3c39156e6b713d6ecdedf216a","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","metagenome","unclassified"
"48753088499b82110262b6a655e8831f","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"a0f248bdfb67e6e215b5e7045b65aff6","Bacteria","Cyanobacteria","Sericytochromatia","metagenome","unclassified","unclassified","unclassified"
"fb6b42411490ffd89571a0e993962ea6","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"f034b3024477a434db67a575f4fe5746","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"009b3629d1f8875c2dfe58581f0156b7","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","Ambiguous_taxa"
"c841117af84fd5edf670e307b58bef8e","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"113c72507e1a70a1cc02ef2b12190f92","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured Myxococcales bacterium"
"c43161c9e295b30941a8fa19b6255805","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium","unclassified","unclassified"
"c61735e3141804c2f6f3acd734ce3e7d","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","uncultured","uncultured soil bacterium"
"2ddfdc2d3900af8d7c6873ecba6b3f48","Bacteria","Chloroflexi","KD4-96","uncultured Chloroflexi bacterium","unclassified","unclassified","unclassified"
"7a9c99cf0d8bddb9fe6299d2975036f6","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured",NA
"2f4e552c8d21513f8fc1b552be042941","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","uncultured Chloroflexi bacterium","unclassified"
"abd5e7410b97552c962f2cfd7535cc27","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured bacterium"
"aa1f23ca6da55ca63d0f706d9a4ea30e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"e8bef4a56a6fd647dd0389a570ec7b06","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"85a01a02426ddbf17ef19fdf04386387","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"f1f3336b764db8bf4afd9ffd62817250","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured bacterium"
"e5149b2d43aa20c6f9285a6190298822","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"1c2590cdc35a3b40c025520ddd58b13d","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"e89b284303350ff570f64b4bfa29f840","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Ambiguous_taxa"
"816c49e7c2926812c578bcce8beddd7a","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"4082907888cf4095978b373464cc774f","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Ambiguous_taxa"
"a1c1b16a13c14ba930c36f157a6ec5e6","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"5128042708557599151033b63f701c25","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"99a706c848e6ad8559bd11363b843997","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"e3c2c6f75940cfe7cb77cc831a80637e","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
"6f2bf469beae268586f624c023dffce0","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter sp. R-36552"
"7bb27bf8ae53e0ab0e026643fba4c30b","Bacteria","Acidobacteria","Subgroup 6","unidentified","unclassified","unclassified","unclassified"
"06870d722b8b439226d5f0855346b6a5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","metagenome"
"5a6daeef10c17e281073f5c35a2c9f06","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"e196b4c5f56bf8462899e0459643aa6c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"de5d0e9c185d43902f82d8450c14de62","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","unclassified"
"bf69224ecd8f2eefc86cda933d96ae54","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"0bd7235b9c1a974a8d8e9815c703d829","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"5a075a1a1f5d4d256ef55a22b804074d","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"5dfbfd65bb4362d2689c5bf2c43b4956","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","Ambiguous_taxa"
"691c23b274f755f2b703cd67122b79fe","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera",NA
"60df6cb66ac3886aa7f68bf144c07a64","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","uncultured Iamia sp.","unclassified","unclassified"
"88340b69df33703f73bdda19076625e2","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"f55846a9e542d26604431cb4458f0971","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"c0b42b7bc3956fb3d51e481b5cf068fc","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga","Ambiguous_taxa"
"d4786d33732df0358a878ac500e5d331","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"2856172c34b22e7a254263e1d017c316","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"044bb42ff83246117ca281216ed99143","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas",NA
"c996a43b260a835727258cfc3fc1d89a","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured",NA
"cb3a12e2fc7833873541f08635000d6b","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","uncultured bacterium"
"5f779ffb2c94aff2c3acf2bcf5b049e2","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Ambiguous_taxa","Ambiguous_taxa"
"619ee61df1e18f0fd33f1eeb626a80b8","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Ambiguous_taxa"
"a16a2b1f28b27a7b0a6af67e791fde40","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","uncultured Lysobacter sp."
"db9e530bd8152958fd11da1b18067608","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera","uncultured bacterium"
"da22d5ed16c62572858bba02435c17dc","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured actinobacterium","unclassified"
"f1c69dc6f277adbb8b78af035ae7482a","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella",NA
"1eeef1d29e2081914a33ee23e727a5e4","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","uncultured Acidimicrobidae bacterium","unclassified","unclassified"
"33725b0d2aa2d76471be7368769e8293","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"c90a46408d17da81d222825b0a604e12","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Ambiguous_taxa","unclassified"
"edcddcf2fef3c66adc63f195fa8be355","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","metagenome","unclassified"
"e0cbb2955be78c9d893e6900a0c05715","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"4ad145de2a2c8a1bb4a7be1a441cc036","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"fa0396534ac1185fb4a39a7a5099e3b2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"1727f3cbdc97f82375451bc843f80019","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"0335778ed05e3959f01ff0f73b551fd8","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","metagenome","unclassified"
"ae91cbb7ab5634ec1d7135c0eee36317","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera","uncultured bacterium"
"45bdb32f0ddf5e787bde77a67e7c3c66","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","uncultured bacterium","unclassified"
"18481700dc7650f0ddbb2e6fd252010b","Bacteria","Chloroflexi","TK10","Ambiguous_taxa","unclassified","unclassified","unclassified"
"e8057e8d1a2f2f13230e1792ff4b2196","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"58eed8a8ddd312b5aa72646985b0df6a","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"55c49638f5a687d8c87bbe7a1a959e3d","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium hauense"
"d6eac8ae740399fc471abe97816af79d","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",NA
"0f743f590fcedb7c1dc6a132eea38261","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA
"8d148a6c3bddeeae8b6d1502057a5de4","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas rhizophila"
"05b1bdbd80f8f366e9fa8e490a27b814","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"9958796a200b4fb432fcfc6b36abd9b9","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia",NA
"59410c8d17d4eb77a653d94dd3a78445","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"c746cdb25035977cc344bf2b12d1a61f","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured bacterium","unclassified"
"76bd310a7e2e88517ded081ccbf4540b","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"b86143cb0fa342157e877f88225275e5","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"e1d2391aba4e90f8acd6bf7ef6a0b49b","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"24c9000b5c4b051924b3e8448a9c5c3b","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Lapillicoccus",NA
"d71294541cd2117dcf57db554d24c703","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",NA
"c646e263bff70e27e153cbe2110ccd09","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",NA
"8d4b3031b47fa56b07341c74f67a8e15","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Leptothrix",NA
"220c39d458c04e38d6df2aa80f28445f","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"6de36dd9679abfcd3a0ec3b7520049f3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"f26d5e73d5f592f467188cb98b9fcc90","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"6655f61bfc0994a100222f52df8a4811","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"841ffe98d504e5c184233247ad198f78","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured","uncultured bacterium"
"8eacf1b56e22870b7c4cd0ee6f30a2d6","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Ambiguous_taxa"
"37f5246e188633a2d327001ade6107f5","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax",NA
"6af7c05f9ca3159388c8eb6ebd7f7829","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","uncultured",NA
"098713fe11bfb6330f419708186cff5c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes","Ambiguous_taxa"
"bff9b9739a4213d4ffcede800751e495","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"debc8655f4923022dd50559a8a3514bc","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured actinobacterium","unclassified"
"110e2488a7df336a9a62a02c9b617c4e","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"d19906b799bc1ee095795ec3f8ab8b0b","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"c3d1b8e70a6aceeac291a8e359b4847a","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"1836bb8728317ef34c2b17abd1c9ef2a","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"f514dcf7544b5bb122eac787ce7aadb0","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"e63727283a5776bfe87c196758d18c4f","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","uncultured","Ambiguous_taxa"
"bb12ec4e61abdbe98e62004ddef5bc4b","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"2c729a7b34401c319976d82dce7675ce","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","uncultured bacterium"
"4bed0ee69436ebd982cde91bc939d1b2","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"0d6e5bf570fa46be2f1fdfe70867dba9","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"f805a612d363af74e79fcd93ee8027ed","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"3a8b35f2e2dc2f7b692b862a20e97a04","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"606c0850b132b19c510c4a1f0765b276","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Niastella sp."
"3ed2703364efb30a8f0183bb3c05f87d","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"04339f5b643b6065d22ae63c97c32439","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"3d9b6b08d88a3e09e76f5261a4936511","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"595d06d068f48c9030762c5a978e0650","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","metagenome","unclassified"
